"COD_INE";"ID_REL";"COD_GEO";"COD_PROV";"PROVINCIA";"NOMBRE_ACTUAL";"POBLACION_MUNI";"SUPERFICIE";"PERIMETRO";"COD_INE_CAPITAL";"CAPITAL";"POBLACION_CAPITAL";"HOJA_MTN25_ETRS89";"LONGITUD_ETRS89";"LATITUD_ETRS89";"ORIGENCOOR";"ALTITUD";"ORIGENALTITUD"
"02082000000";"1020827";"02810";"02";"Albacete";"Villatoya";107;1882.35;21678.00;"02082000201";"Villatoya";"77";"0744-2";-1.33;39.33;"Mapa";409.00;"MDT5"
"02083000000";"1020833";"02820";"02";"Albacete";"Villavaliente";219;3484.17;30502.00;"02083000101";"Villavaliente";"219";"0767-1";-1.45;39.12;"Mapa";726.00;"MDT5"
"02084000000";"1020848";"02830";"02";"Albacete";"Villaverde de Guadalimar";349;6907.96;39421.00;"02084000501";"Villaverde de Guadalimar";"218";"0866-1";-2.51;38.45;"Mapa";789.00;"MDT5"
"02085000000";"1020851";"02840";"02";"Albacete";"Viveros";338;6536.66;45479.00;"02085000101";"Viveros";"338";"0814-2";-2.57;38.77;"Mapa";1012.00;"MDT5"
"02086000000";"1020864";"02850";"02";"Albacete";"Yeste";2742;51122.08;120663.00;"02086001401";"Yeste";"1449";"0866-4";-2.31;38.36;"Mapa";878.00;"MDT5"
"02901000000";"1029010";"02615";"02";"Albacete";"Pozo Cañada";2800;11683.38;69208.00;"02901000101";"Pozo Cañada";"2765";"0817-1";-1.73;38.80;"Mapa";830.00;"MDT5"
"03001000000";"1030015";"03005";"03";"Alacant/Alicante";"l'Atzúbia";664;1466.95;18376.00;"03001000101";"l'Atzúbia";"375";"0796-3";-0.15;38.84;"Mapa";99.00;"MDT5"
"03002000000";"1030020";"03010";"03";"Alacant/Alicante";"Agost";4703;6663.53;40007.00;"03002000101";"Agost";"4033";"0871-2";-0.63;38.43;"Mapa";331.00;"MDT5"
"03003000000";"1030036";"03015";"03";"Alacant/Alicante";"Agres";549;2583.65;20529.00;"03003000101";"Agres";"437";"0821-1";-0.51;38.78;"Mapa";719.00;"MDT5"
"03004000000";"1030041";"03020";"03";"Alacant/Alicante";"Aigües";913;1847.28;20622.00;"03004000101";"Aigües";"604";"0872-1";-0.36;38.49;"Mapa";332.00;"MDT5"
"03005000000";"1030054";"03025";"03";"Alacant/Alicante";"Albatera";11850;6154.27;34605.00;"03005000101";"Albatera";"11161";"0892-4";-0.86;38.17;"Mapa";15.00;"MDT5"
"03006000000";"1030067";"03030";"03";"Alacant/Alicante";"Alcalalí";1276;1439.77;21582.00;"03006000101";"Alcalalí";"382";"0822-3";-0.04;38.74;"Mapa";226.00;"MDT5"
"03007000000";"1030073";"03035";"03";"Alacant/Alicante";"Alcocer de Planes";230;438.71;9164.00;"03007000101";"Alcocer de Planes";"122";"0821-1";-0.40;38.79;"Mapa";345.00;"MDT5"
"03008000000";"1030089";"03040";"03";"Alacant/Alicante";"Alcoleja";185;1455.88;19193.00;"03008000101";"Alcoleja";"168";"0821-4";-0.33;38.67;"Mapa";735.00;"MDT5"
"03009000000";"1030092";"03045";"03";"Alacant/Alicante";"Alcoy/Alcoi";59106;12986.05;58858.00;"03009000101";"Alcoy/Alcoi";"57595";"0821-3";-0.47;38.69;"Mapa";561.00;"MDT5"
"03010000000";"1030106";"03050";"03";"Alacant/Alicante";"Alfafara";405;1977.76;18603.00;"03010000101";"Alfafara";"382";"0820-2";-0.55;38.77;"Mapa";580.00;"MDT5"
"03011000000";"1030113";"03055";"03";"Alacant/Alicante";"l'Alfàs del Pi";18394;1925.95;20927.00;"03011000102";"l'Alfàs del Pi";"5316";"0848-3";-0.10;38.58;"Mapa";89.00;"MDT5"
"03012000000";"1030128";"03060";"03";"Alacant/Alicante";"Algorfa";2761;1835.64;29212.00;"03012000101";"Algorfa";"1501";"0914-1";-0.79;38.08;"Mapa";23.00;"MDT5"
"03013000000";"1030134";"03065";"03";"Alacant/Alicante";"Algueña";1372;1843.31;29544.00;"03013000101";"Algueña";"1289";"0870-4";-1.00;38.33;"Mapa";530.00;"MDT5"
"03014000000";"1030149";"03001";"03";"Alacant/Alicante";"Alicante/Alacant";329988;20126.58;138902.00;"03014000201";"Alicante/Alacant";"318397";"0872-3";-0.48;38.34;"Mapa";5.00;"MDT5"
"03015000000";"1030152";"03070";"03";"Alacant/Alicante";"Almoradí";20332;4272.40;53442.00;"03015000101";"Almoradí";"18040";"0914-1";-0.79;38.10;"Mapa";10.00;"MDT5"
"03016000000";"1030165";"03075";"03";"Alacant/Alicante";"Almudaina";113;882.01;12317.00;"03016000101";"Almudaina";"108";"0821-1";-0.35;38.76;"Mapa";570.00;"MDT5"
"03017000000";"1030171";"03080";"03";"Alacant/Alicante";"l'Alqueria d'Asnar";496;108.37;9555.00;"03017000101";"l'Alqueria d'Asnar";"478";"0821-1";-0.42;38.77;"Mapa";363.00;"MDT5"
"03018000000";"1030187";"03085";"03";"Alacant/Alicante";"Altea";21813;3442.79;30970.00;"03018000102";"Altea";"14676";"0848-1";-0.05;38.59;"Mapa";60.00;"MDT5"
"03019000000";"1030190";"03090";"03";"Alacant/Alicante";"Aspe";20425;7057.09;38464.00;"03019000101";"Aspe";"18531";"0871-3";-0.76;38.34;"Mapa";234.00;"MDT5"
"03020000000";"1030204";"03095";"03";"Alacant/Alicante";"Balones";128;1125.00;17176.00;"03020000101";"Balones";"118";"0821-4";-0.34;38.73;"Mapa";670.00;"MDT5"
"03021000000";"1030211";"03100";"03";"Alacant/Alicante";"Banyeres de Mariola";7102;5027.58;39273.00;"03021000101";"Banyeres de Mariola";"6957";"0820-4";-0.65;38.71;"Mapa";812.00;"MDT5"
"03022000000";"1030226";"03105";"03";"Alacant/Alicante";"Benasau";157;904.03;16402.00;"03022000202";"Benasau";"139";"0821-4";-0.34;38.68;"Mapa";705.00;"MDT5"
"03023000000";"1030232";"03110";"03";"Alacant/Alicante";"Beneixama";1710;3488.82;26678.00;"03023000101";"Beneixama";"1667";"0820-3";-0.76;38.70;"Mapa";592.00;"MDT5"
"03024000000";"1030247";"03115";"03";"Alacant/Alicante";"Benejúzar";5372;932.79;15599.00;"03024000101";"Benejúzar";"5372";"0914-3";-0.83;38.07;"Mapa";23.00;"MDT5"
"03025000000";"1030250";"03120";"03";"Alacant/Alicante";"Benferri";1923;1236.23;16667.00;"03025000101";"Benferri";"1383";"0913-2";-0.96;38.14;"Mapa";56.00;"MDT5"
"03026000000";"1030263";"03125";"03";"Alacant/Alicante";"Beniarbeig";1919;740.32;17593.00;"03026000101";"Beniarbeig";"1813";"0822-2";-1.30364e-03;38.82;"Mapa";42.00;"MDT5"
"03027000000";"1030279";"03130";"03";"Alacant/Alicante";"Beniardá";183;1573.94;21110.00;"03027000101";"Beniardá";"137";"0821-4";-0.21;38.68;"Mapa";464.00;"MDT5"
"03028000000";"1030285";"03135";"03";"Alacant/Alicante";"Beniarrés";1137;2021.37;20473.00;"03028000101";"Beniarrés";"1091";"0821-1";-0.37;38.82;"Mapa";385.00;"MDT5"
"03029000000";"1030298";"03140";"03";"Alacant/Alicante";"Benigembla";433;1845.42;17576.00;"03029000101";"Benigembla";"253";"0822-1";-0.10;38.75;"Mapa";311.00;"MDT5"
"03030000000";"1030302";"03145";"03";"Alacant/Alicante";"Benidoleig";1080;748.42;13133.00;"03030000101";"Benidoleig";"655";"0822-1";-0.03;38.79;"Mapa";124.00;"MDT5"
"03031000000";"1030319";"03150";"03";"Alacant/Alicante";"Benidorm";66831;3850.98;39091.00;"03031000102";"Benidorm";"65320";"0848-3";-0.13;38.53;"Mapa";11.00;"MDT5"
"03032000000";"1030324";"03155";"03";"Alacant/Alicante";"Benifallim";111;1368.83;18200.00;"03032000101";"Benifallim";"108";"0847-1";-0.39;38.66;"Mapa";738.00;"MDT5"
"03033000000";"1030330";"03160";"03";"Alacant/Alicante";"Benifato";148;1188.05;15536.00;"03033000101";"Benifato";"90";"0821-4";-0.22;38.67;"Mapa";663.00;"MDT5"
"03034000000";"1030345";"03165";"03";"Alacant/Alicante";"Benijófar";3290;435.99;8848.00;"03034000101";"Benijófar";"2134";"0914-3";-0.73;38.08;"Mapa";22.00;"MDT5"
"03035000000";"1030358";"03170";"03";"Alacant/Alicante";"Benilloba";755;953.81;16495.00;"03035000101";"Benilloba";"703";"0821-3";-0.39;38.69;"Mapa";521.00;"MDT5"
"03036000000";"1030361";"03175";"03";"Alacant/Alicante";"Benillup";102;337.88;10655.00;"03036000101";"Benillup";"101";"0821-1";-0.37;38.75;"Mapa";564.00;"MDT5"
"03037000000";"1030377";"03180";"03";"Alacant/Alicante";"Benimantell";495;3790.56;41220.00;"03037000101";"Benimantell";"374";"0821-4";-0.20;38.67;"Mapa";546.00;"MDT5"
"03038000000";"1030383";"03185";"03";"Alacant/Alicante";"Benimarfull";418;556.36;10384.00;"03038000101";"Benimarfull";"380";"0821-1";-0.39;38.77;"Mapa";414.00;"MDT5"
"03039000000";"1030396";"03190";"03";"Alacant/Alicante";"Benimassot";99;951.27;14024.00;"03039000101";"Benimassot";"99";"0821-4";-0.29;38.74;"Mapa";725.00;"MDT5"
"03040000000";"1030400";"03195";"03";"Alacant/Alicante";"Benimeli";391;350.49;11959.00;"03040000101";"Benimeli";"355";"0822-1";-0.04;38.82;"Mapa";93.00;"MDT5"
"03041000000";"1030417";"03200";"03";"Alacant/Alicante";"Benissa";10879;6970.73;54032.00;"03041000101";"Benissa";"6819";"0822-4";0.05;38.71;"Mapa";254.00;"MDT5"
"03042000000";"1030422";"03205";"03";"Alacant/Alicante";"Benitachell/el Poble Nou de Benitatxell";4020;1265.38;16918.00;"03042000102";"Benitachell/el Poble Nou de Benitatxell";"1707";"0822-4";0.14;38.73;"Mapa";163.00;"MDT5"
"03043000000";"1030438";"03210";"03";"Alacant/Alicante";"Biar";3650;9816.51;40760.00;"03043000101";"Biar";"3440";"0846-1";-0.76;38.62;"Mapa";697.00;"MDT5"
"03044000000";"1030443";"03215";"03";"Alacant/Alicante";"Bigastro";6656;409.81;13443.00;"03044000101";"Bigastro";"6650";"0913-4";-0.89;38.06;"Mapa";23.00;"MDT5"
"03045000000";"1030456";"03220";"03";"Alacant/Alicante";"Bolulla";414;1357.15;16389.00;"03045000101";"Bolulla";"281";"0822-3";-0.11;38.67;"Mapa";213.00;"MDT5"
"03046000000";"1030469";"03225";"03";"Alacant/Alicante";"Busot";2904;3384.19;27619.00;"03046000101";"Busot";"559";"0872-1";-0.42;38.48;"Mapa";312.00;"MDT5"
"03047000000";"1030475";"03230";"03";"Alacant/Alicante";"Calp";20804;2350.91;28830.00;"03047000101";"Calp";"11371";"0848-2";0.04;38.64;"Mapa";55.00;"MDT5"
"03048000000";"1030481";"03235";"03";"Alacant/Alicante";"Callosa d'en Sarrià";7223;3466.16;30558.00;"03048000102";"Callosa d'en Sarrià";"6442";"0848-1";-0.12;38.65;"Mapa";250.00;"MDT5"
"03049000000";"1030494";"03240";"03";"Alacant/Alicante";"Callosa de Segura";18625;2483.15;41196.00;"03049000101";"Callosa de Segura";"16693";"0913-2";-0.87;38.12;"Mapa";20.00;"MDT5"
"03050000000";"1030507";"03245";"03";"Alacant/Alicante";"el Campello";27604;5526.78;51303.00;"03050000204";"el Campello";"15467";"0872-1";-0.40;38.42;"Mapa";26.00;"MDT5"
"03051000000";"1030514";"03250";"03";"Alacant/Alicante";"Campo de Mirra/el Camp de Mirra";436;2181.58;26539.00;"03051000101";"Campo de Mirra/el Camp de Mirra";"420";"0820-3";-0.77;38.68;"Mapa";585.00;"MDT5"
"03052000000";"1030529";"03255";"03";"Alacant/Alicante";"Cañada";1242;1932.44;24508.00;"03052000101";"Cañada";"1214";"0820-3";-0.80;38.67;"Mapa";556.00;"MDT5"
"03053000000";"1030535";"03260";"03";"Alacant/Alicante";"Castalla";9876;11459.97;56120.00;"03053000101";"Castalla";"8352";"0846-2";-0.67;38.59;"Mapa";669.00;"MDT5"
"03054000000";"1030540";"03265";"03";"Alacant/Alicante";"Castell de Castells";436;4592.13;28212.00;"03054000101";"Castell de Castells";"393";"0821-4";-0.19;38.72;"Mapa";549.00;"MDT5"
"03055000000";"1030553";"03270";"03";"Alacant/Alicante";"Catral";8620;2000.82;20313.00;"03055000102";"Catral";"6993";"0914-1";-0.80;38.15;"Mapa";8.00;"MDT5"
"03056000000";"1030566";"03275";"03";"Alacant/Alicante";"Cocentaina";11461;5294.47;38405.00;"03056000401";"Cocentaina";"9720";"0821-3";-0.44;38.74;"Mapa";433.00;"MDT5"
"03057000000";"1030572";"03280";"03";"Alacant/Alicante";"Confrides";221;3998.33;30719.00;"03057000201";"Confrides";"107";"0821-4";-0.26;38.68;"Mapa";780.00;"MDT5"
"03058000000";"1030588";"03285";"03";"Alacant/Alicante";"Cox";7192;1670.97;35761.00;"03058000201";"Cox";"7104";"0913-2";-0.88;38.13;"Mapa";16.00;"MDT5"
"03059000000";"1030591";"03290";"03";"Alacant/Alicante";"Crevillent";28836;10455.01;51135.00;"03059000202";"Crevillent";"23908";"0893-3";-0.80;38.24;"Mapa";129.00;"MDT5"
"03060000000";"1030605";"03295";"03";"Alacant/Alicante";"Quatretondeta";109;1670.48;18277.00;"03060000101";"Quatretondeta";"108";"0821-4";-0.31;38.72;"Mapa";620.00;"MDT5"
"03061000000";"1030612";"03300";"03";"Alacant/Alicante";"Daya Nueva";1684;709.34;11032.00;"03061000101";"Daya Nueva";"1534";"0914-1";-0.76;38.11;"Mapa";8.00;"MDT5"
"03062000000";"1030627";"03305";"03";"Alacant/Alicante";"Daya Vieja";713;314.28;7310.00;"03062000101";"Daya Vieja";"564";"0914-1";-0.73;38.10;"Mapa";6.00;"MDT5"
"03063000000";"1030633";"03310";"03";"Alacant/Alicante";"Dénia";41568;6617.91;86143.00;"03063000101";"Dénia";"25058";"0796-4";0.10;38.84;"Mapa";13.00;"MDT5"
"03064000000";"1030648";"03315";"03";"Alacant/Alicante";"Dolores";7302;1870.10;21304.00;"03064000101";"Dolores";"6166";"0914-1";-0.76;38.13;"Mapa";4.00;"MDT5"
"03065000000";"1030651";"03320";"03";"Alacant/Alicante";"Elche/Elx";228675;32650.14;91867.00;"03065001101";"Elche/Elx";"187877";"0893-1";-0.69;38.26;"Mapa";82.00;"MDT5"
"03066000000";"1030664";"03325";"03";"Alacant/Alicante";"Elda";52620;4578.88;30557.00;"03066000101";"Elda";"51217";"0871-1";-0.79;38.47;"Mapa";395.00;"MDT5"
"03067000000";"1030670";"03330";"03";"Alacant/Alicante";"Facheca";101;1017.47;15760.00;"03067000101";"Facheca";"100";"0821-4";-0.26;38.73;"Mapa";769.00;"MDT5"
"03068000000";"1030686";"03335";"03";"Alacant/Alicante";"Famorca";57;972.40;12929.00;"03068000101";"Famorca";"57";"0821-4";-0.24;38.73;"Mapa";684.00;"MDT5"
"03069000000";"1030699";"03340";"03";"Alacant/Alicante";"Finestrat";6292;4225.39;29962.00;"03069000202";"Finestrat";"1775";"0847-4";-0.21;38.56;"Mapa";264.00;"MDT5"
"03070000000";"1030703";"03345";"03";"Alacant/Alicante";"Formentera del Segura";4064;433.17;12939.00;"03070000201";"Formentera del Segura";"2521";"0914-3";-0.74;38.08;"Mapa";8.00;"MDT5"
"03071000000";"1030710";"03350";"03";"Alacant/Alicante";"Gata de Gorgos";5804;2033.18;20037.00;"03071000101";"Gata de Gorgos";"4763";"0822-2";0.08;38.77;"Mapa";79.00;"MDT5"
"03072000000";"1030725";"03355";"03";"Alacant/Alicante";"Gaianes";448;957.14;12485.00;"03072000101";"Gaianes";"288";"0821-1";-0.40;38.81;"Mapa";420.00;"MDT5"
"03073000000";"1030731";"03360";"03";"Alacant/Alicante";"Gorga";273;910.68;18983.00;"03073000101";"Gorga";"247";"0821-3";-0.35;38.71;"Mapa";542.00;"MDT5"
"03074000000";"1030746";"03365";"03";"Alacant/Alicante";"Granja de Rocamora";2469;716.89;41219.00;"03074000101";"Granja de Rocamora";"2419";"0913-2";-0.89;38.15;"Mapa";17.00;"MDT5"
"03075000000";"1030759";"03370";"03";"Alacant/Alicante";"el Castell de Guadalest";205;1596.79;21129.00;"03075000101";"el Castell de Guadalest";"140";"0821-4";-0.19;38.67;"Mapa";571.00;"MDT5"
"03076000000";"1030762";"03375";"03";"Alacant/Alicante";"Guardamar del Segura";14716;3393.72;33048.00;"03076000103";"Guardamar del Segura";"11569";"0914-2";-0.65;38.08;"Mapa";27.00;"MDT5"
"03077000000";"1030778";"03380";"03";"Alacant/Alicante";"el Fondó de les Neus/Hondón de las Nieves";2436;6885.17;36777.00;"03077000201";"el Fondó de les Neus/Hondón de las Nieves";"1161";"0892-2";-0.85;38.30;"Mapa";367.00;"MDT5"
"03078000000";"1030784";"03385";"03";"Alacant/Alicante";"Hondón de los Frailes";1102;1254.58;14915.00;"03078000101";"Hondón de los Frailes";"473";"0892-2";-0.92;38.27;"Mapa";413.00;"MDT5"
"03079000000";"1030797";"03390";"03";"Alacant/Alicante";"Ibi";23423;6252.43;30903.00;"03079000101";"Ibi";"22866";"0846-2";-0.57;38.62;"Mapa";754.00;"MDT5"
"03080000000";"1030801";"03395";"03";"Alacant/Alicante";"Jacarilla";1953;1220.42;18436.00;"03080000101";"Jacarilla";"1818";"0913-4";-0.86;38.06;"Mapa";25.00;"MDT5"
"03081000000";"1030818";"03400";"03";"Alacant/Alicante";"Xaló";2636;3458.63;31489.00;"03081000101";"Xaló";"1648";"0822-4";-0.01;38.74;"Mapa";188.00;"MDT5"
"03082000000";"1030823";"03405";"03";"Alacant/Alicante";"Jávea/Xàbia";27060;6859.03;52582.00;"03082000214";"Jávea/Xàbia";"12454";"0823-1";0.16;38.78;"Mapa";48.00;"MDT5"
"03083000000";"1030839";"03410";"03";"Alacant/Alicante";"Jijona/Xixona";6895;16376.06;68034.00;"03083000101";"Jijona/Xixona";"6496";"0847-3";-0.50;38.53;"Mapa";462.00;"MDT5"
"03084000000";"1030844";"03415";"03";"Alacant/Alicante";"Lorcha/l'Orxa";606;3176.46;24599.00;"03084000101";"Lorcha/l'Orxa";"569";"0795-4";-0.31;38.84;"Mapa";267.00;"MDT5"
"03085000000";"1030857";"03420";"03";"Alacant/Alicante";"Llíber";951;2193.27;26922.00;"03085000101";"Llíber";"332";"0822-4";6.304e-03;38.74;"Mapa";191.00;"MDT5"
"03086000000";"1030860";"03425";"03";"Alacant/Alicante";"Millena";230;977.34;16190.00;"03086000101";"Millena";"101";"0821-3";-0.36;38.73;"Mapa";635.00;"MDT5"
"03088000000";"1030882";"03430";"03";"Alacant/Alicante";"Monforte del Cid";7592;7952.22;49689.00;"03088000301";"Monforte del Cid";"5865";"0871-3";-0.72;38.37;"Mapa";228.00;"MDT5"
"03089000000";"1030895";"03435";"03";"Alacant/Alicante";"Monóvar/Monòver";12177;15235.68;54964.00;"03089000401";"Monóvar/Monòver";"10067";"0871-1";-0.83;38.43;"Mapa";390.00;"MDT5"
"03090000000";"1030909";"03440";"03";"Alacant/Alicante";"Mutxamel";24778;4765.31;34880.00;"03090000114";"Mutxamel";"14122";"0872-3";-0.44;38.41;"Mapa";63.00;"MDT5"
"03091000000";"1030916";"03445";"03";"Alacant/Alicante";"Murla";477;581.33;11828.00;"03091000101";"Murla";"281";"0822-1";-0.08;38.75;"Mapa";283.00;"MDT5"
"03092000000";"1030921";"03450";"03";"Alacant/Alicante";"Muro de Alcoy";9319;3024.39;31128.00;"03092000401";"Muro de Alcoy";"8129";"0821-1";-0.43;38.77;"Mapa";391.00;"MDT5"
"03093000000";"1030937";"03455";"03";"Alacant/Alicante";"Novelda";25868;7572.42;42521.00;"03093000202";"Novelda";"23728";"0871-3";-0.76;38.38;"Mapa";241.00;"MDT5"
"03094000000";"1030942";"03460";"03";"Alacant/Alicante";"la Nucia";18548;2136.12;30865.00;"03094000103";"la Nucia";"5200";"0848-1";-0.12;38.61;"Mapa";216.00;"MDT5"
"03095000000";"1030955";"03465";"03";"Alacant/Alicante";"Ondara";6739;1041.33;20045.00;"03095000101";"Ondara";"6068";"0822-2";0.01;38.82;"Mapa";36.00;"MDT5"
"03096000000";"1030968";"03470";"03";"Alacant/Alicante";"Onil";7493;4841.04;33675.00;"03096000101";"Onil";"7121";"0846-2";-0.67;38.62;"Mapa";701.00;"MDT5"
"03097000000";"1030974";"03475";"03";"Alacant/Alicante";"Orba";2035;1772.95;26196.00;"03097000304";"Orba";"1067";"0822-1";-0.06;38.78;"Mapa";154.00;"MDT5"
"03098000000";"1030980";"03480";"03";"Alacant/Alicante";"Orxeta";760;2406.23;30104.00;"03098000102";"Orxeta";"486";"0847-4";-0.26;38.56;"Mapa";176.00;"MDT5"
"03099000000";"1030993";"03485";"03";"Alacant/Alicante";"Orihuela";76097;36543.59;232483.00;"03099002102";"Orihuela";"31941";"0913-2";-0.94;38.08;"Mapa";25.00;"MDT5"
"03100000000";"1031007";"03490";"03";"Alacant/Alicante";"Parcent";965;1177.04;15015.00;"03100000101";"Parcent";"627";"0822-3";-0.06;38.74;"Mapa";290.00;"MDT5"
"03101000000";"1031014";"03495";"03";"Alacant/Alicante";"Pedreguer";7435;2958.22;24883.00;"03101000104";"Pedreguer";"5397";"0822-2";0.03;38.79;"Mapa";85.00;"MDT5"
"03102000000";"1031029";"03500";"03";"Alacant/Alicante";"Pego";9923;5284.66;33677.00;"03102000102";"Pego";"9217";"0796-3";-0.11;38.84;"Mapa";82.00;"MDT5"
"03103000000";"1031035";"03505";"03";"Alacant/Alicante";"Penàguila";308;4992.49;47903.00;"03103000101";"Penàguila";"263";"0821-3";-0.35;38.67;"Mapa";682.00;"MDT5"
"03104000000";"1031040";"03510";"03";"Alacant/Alicante";"Petrer";34533;10409.07;43769.00;"03104000103";"Petrer";"29627";"0871-1";-0.76;38.48;"Mapa";465.00;"MDT5"
"03105000000";"1031053";"03515";"03";"Alacant/Alicante";"el Pinós/Pinoso";7718;12647.90;59608.00;"03105000801";"el Pinós/Pinoso";"6562";"0870-3";-1.04;38.40;"Mapa";591.00;"MDT5"
"03106000000";"1031066";"03520";"03";"Alacant/Alicante";"Planes";733;3886.75;27974.00;"03106000401";"Planes";"564";"0821-2";-0.34;38.78;"Mapa";451.00;"MDT5"
"03107000000";"1031072";"03525";"03";"Alacant/Alicante";"Polop";4725;2257.72;22527.00;"03107000201";"Polop";"3388";"0848-1";-0.12;38.62;"Mapa";239.00;"MDT5"
"03109000000";"1031091";"03530";"03";"Alacant/Alicante";"Rafal";4322;162.23;6374.00;"03109000101";"Rafal";"4269";"0914-1";-0.84;38.10;"Mapa";13.00;"MDT5"
"03110000000";"1031105";"03535";"03";"Alacant/Alicante";"el Ràfol d'Almúnia";631;487.75;12870.00;"03110000101";"el Ràfol d'Almúnia";"367";"0822-1";-0.05;38.82;"Mapa";87.00;"MDT5"
"03111000000";"1031112";"03540";"03";"Alacant/Alicante";"Redován";7811;944.78;22932.00;"03111000102";"Redován";"6956";"0913-2";-0.90;38.11;"Mapa";28.00;"MDT5"
"03112000000";"1031127";"03545";"03";"Alacant/Alicante";"Relleu";1118;7687.23;40730.00;"03112000101";"Relleu";"606";"0847-2";-0.31;38.58;"Mapa";435.00;"MDT5"
"03113000000";"1031133";"03550";"03";"Alacant/Alicante";"Rojales";16231;2788.68;37175.00;"03113000103";"Rojales";"4700";"0914-1";-0.72;38.08;"Mapa";8.00;"MDT5"
"03114000000";"1031148";"03555";"03";"Alacant/Alicante";"la Romana";2377;4329.37;31883.00;"03114000102";"la Romana";"1544";"0870-4";-0.89;38.36;"Mapa";419.00;"MDT5"
"03115000000";"1031151";"03560";"03";"Alacant/Alicante";"Sagra";393;561.90;11673.00;"03115000101";"Sagra";"385";"0822-1";-0.06;38.81;"Mapa";103.00;"MDT5"
"03116000000";"1031164";"03565";"03";"Alacant/Alicante";"Salinas";1562;6171.17;32115.00;"03116000101";"Salinas";"1282";"0845-4";-0.91;38.52;"Mapa";493.00;"MDT5"
"03117000000";"1031170";"03590";"03";"Alacant/Alicante";"Sanet y Negrals";634;394.16;8049.00;"03117000101";"Sanet y Negrals";"448";"0822-1";-0.03;38.81;"Mapa";83.00;"MDT5"
"03118000000";"1031186";"03570";"03";"Alacant/Alicante";"San Fulgencio";7646;2070.11;20939.00;"03118000203";"San Fulgencio";"1383";"0914-1";-0.71;38.11;"Mapa";4.00;"MDT5"
"03119000000";"1031199";"03575";"03";"Alacant/Alicante";"Sant Joan d'Alacant";23149;963.87;13854.00;"03119000108";"Sant Joan d'Alacant";"20419";"0872-3";-0.43;38.40;"Mapa";40.00;"MDT5"
"03120000000";"1031203";"03580";"03";"Alacant/Alicante";"San Miguel de Salinas";5797;5484.53;29572.00;"03120000103";"San Miguel de Salinas";"3625";"0935-1";-0.78;37.97;"Mapa";87.00;"MDT5"
"03121000000";"1031210";"03595";"03";"Alacant/Alicante";"Santa Pola";31137;5816.09;43087.00;"03121000106";"Santa Pola";"22242";"0893-4";-0.55;38.19;"Mapa";4.00;"MDT5"
"03122000000";"1031225";"03585";"03";"Alacant/Alicante";"San Vicente del Raspeig/Sant Vicent del Raspeig";57175;4055.08;38579.00;"03122000605";"San Vicente del Raspeig/Sant Vicent del Raspeig";"52416";"0871-4";-0.52;38.39;"Mapa";107.00;"MDT5"
"03123000000";"1031231";"03600";"03";"Alacant/Alicante";"Sax";9737;6348.36;31468.00;"03123000101";"Sax";"8728";"0846-3";-0.81;38.53;"Mapa";473.00;"MDT5"
"03124000000";"1031246";"03605";"03";"Alacant/Alicante";"Sella";579;3872.05;29382.00;"03124000101";"Sella";"493";"0847-2";-0.27;38.60;"Mapa";412.00;"MDT5"
"03125000000";"1031259";"03610";"03";"Alacant/Alicante";"Senija";578;478.63;11096.00;"03125000102";"Senija";"366";"0822-4";0.04;38.72;"Mapa";231.00;"MDT5"
"03127000000";"1031278";"03620";"03";"Alacant/Alicante";"Tàrbena";640;3167.00;28630.00;"03127000101";"Tàrbena";"454";"0822-3";-0.10;38.69;"Mapa";559.00;"MDT5"
"03128000000";"1031284";"03625";"03";"Alacant/Alicante";"Teulada";10097;3225.00;30407.00;"03128000215";"Teulada";"3989";"0822-4";0.10;38.72;"Mapa";183.00;"MDT5"
"03129000000";"1031297";"03630";"03";"Alacant/Alicante";"Tibi";1603;7038.26;35711.00;"03129000103";"Tibi";"971";"0846-4";-0.57;38.53;"Mapa";517.00;"MDT5"
"03130000000";"1031301";"03635";"03";"Alacant/Alicante";"Tollos";50;1597.31;19407.00;"03130000101";"Tollos";"50";"0821-2";-0.27;38.75;"Mapa";776.00;"MDT5"
"03131000000";"1031318";"03640";"03";"Alacant/Alicante";"Tormos";333;536.00;14453.00;"03131000101";"Tormos";"262";"0822-1";-0.07;38.80;"Mapa";129.00;"MDT5"
"03132000000";"1031323";"03645";"03";"Alacant/Alicante";"Torremanzanas/la Torre de les Maçanes";682;3647.96;29931.00;"03132000101";"Torremanzanas/la Torre de les Maçanes";"529";"0847-1";-0.41;38.60;"Mapa";791.00;"MDT5"
"03133000000";"1031339";"03650";"03";"Alacant/Alicante";"Torrevieja";83252;7163.01;47550.00;"03133000206";"Torrevieja";"61634";"0935-2";-0.68;37.97;"Mapa";7.00;"MDT5"
"03134000000";"1031344";"03655";"03";"Alacant/Alicante";"la Vall d'Alcalà";168;2285.05;24552.00;"03134000101";"Alcalà de la Jovada";"111";"0821-2";-0.25;38.79;"Mapa";639.00;"MDT5"
"03135000000";"1031357";"03660";"03";"Alacant/Alicante";"la Vall d'Ebo";232;3242.54;24069.00;"03135000101";"la Vall d'Ebo";"220";"0822-1";-0.15;38.80;"Mapa";392.00;"MDT5"
"03136000000";"1031360";"03665";"03";"Alacant/Alicante";"Vall de Gallinera";594;5363.29;36163.00;"03136000101";"Benialí";"145";"0821-2";-0.22;38.82;"Mapa";293.00;"MDT5"
