"Province";"Name";"Population";"Longitude";"Latitude";"Autonomous_Community"
"Almería";"Gérgal";1030;-2.53;37.12;"País Vasco/Euskadi"
"Almería";"Huécija";501;-2.6;36.96;"País Vasco/Euskadi"
"Almería";"Huércal de Almería";17234;-2.43;36.88;"País Vasco/Euskadi"
"Almería";"Huércal-Overa";18649;-1.94;37.38;"País Vasco/Euskadi"
"Almería";"Íllar";374;-2.63;36.98;"País Vasco/Euskadi"
"Almería";"Instinción";430;-2.65;36.99;"País Vasco/Euskadi"
"Almería";"Laroya";169;-2.33;37.29;"País Vasco/Euskadi"
"Almería";"Láujar de Andarax";1533;-2.88;36.99;"País Vasco/Euskadi"
"Almería";"Líjar";395;-2.21;37.29;"País Vasco/Euskadi"
"Almería";"Lubrín";1440;-2.06;37.21;"País Vasco/Euskadi"
"Almería";"Lucainena de las Torres";570;-2.2;37.04;"País Vasco/Euskadi"
"Almería";"Lúcar";771;-2.42;37.4;"País Vasco/Euskadi"
"Almería";"Macael";5576;-2.3;37.33;"País Vasco/Euskadi"
"Almería";"María";1288;-2.16;37.71;"País Vasco/Euskadi"
"Almería";"Mojácar";6330;-1.85;37.14;"País Vasco/Euskadi"
"Almería";"Nacimiento";475;-2.64;37.1;"País Vasco/Euskadi"
"Almería";"Níjar";28996;-2.2;36.96;"País Vasco/Euskadi"
"Almería";"Ohanes";626;-2.74;37.03;"País Vasco/Euskadi"
"Almería";"Olula de Castro";191;-2.47;37.17;"País Vasco/Euskadi"
"Almería";"Olula del Río";6216;-2.29;37.35;"País Vasco/Euskadi"
"Almería";"Oria";2265;-2.29;37.48;"País Vasco/Euskadi"
"Almería";"Padules";436;-2.77;36.99;"País Vasco/Euskadi"
"Almería";"Partaloa";975;-2.22;37.4;"País Vasco/Euskadi"
"Almería";"Paterna del Río";364;-2.95;37.02;"País Vasco/Euskadi"
"Almería";"Pechina";4010;-2.44;36.91;"País Vasco/Euskadi"
"Almería";"Pulpí";9055;-1.74;37.41;"País Vasco/Euskadi"
"Almería";"Purchena";1636;-2.36;37.34;"País Vasco/Euskadi"
"Almería";"Rágol";307;-2.68;36.99;"País Vasco/Euskadi"
"Almería";"Rioja";1367;-2.46;36.94;"País Vasco/Euskadi"
"Almería";"Roquetas de Mar";93363;-2.61;36.76;"País Vasco/Euskadi"
"Almería";"Santa Cruz de Marchena";225;-2.6;37.01;"País Vasco/Euskadi"
"Almería";"Santa Fe de Mondújar";429;-2.53;36.97;"País Vasco/Euskadi"
"Almería";"Senés";312;-2.34;37.2;"País Vasco/Euskadi"
"Almería";"Serón";2080;-2.5;37.34;"País Vasco/Euskadi"
"Almería";"Sierro";400;-2.39;37.32;"País Vasco/Euskadi"
"Almería";"Somontín";471;-2.38;37.39;"País Vasco/Euskadi"
"Almería";"Sorbas";2463;-2.12;37.09;"País Vasco/Euskadi"
"Almería";"Suflí";222;-2.39;37.33;"País Vasco/Euskadi"
"Almería";"Tabernas";3679;-2.39;37.04;"País Vasco/Euskadi"
"Almería";"Taberno";984;-2.07;37.46;"País Vasco/Euskadi"
"Almería";"Tahal";346;-2.28;37.22;"País Vasco/Euskadi"
"Almería";"Terque";386;-2.59;36.98;"País Vasco/Euskadi"
"Almería";"Tíjola";3615;-2.43;37.34;"País Vasco/Euskadi"
"Almería";"Turre";3317;-1.89;37.15;"País Vasco/Euskadi"
"Almería";"Turrillas";229;-2.26;37.02;"País Vasco/Euskadi"
"Almería";"Uleila del Campo";848;-2.2;37.18;"País Vasco/Euskadi"
"Almería";"Urrácal";332;-2.36;37.39;"País Vasco/Euskadi"
"Almería";"Velefique";247;-2.4;37.19;"País Vasco/Euskadi"
"Almería";"Vélez-Blanco";1918;-2.09;37.69;"País Vasco/Euskadi"
"Almería";"Vélez-Rubio";6661;-2.07;37.64;"País Vasco/Euskadi"
"Almería";"Vera";15528;-1.86;37.24;"País Vasco/Euskadi"
"Almería";"Viator";5686;-2.42;36.88;"País Vasco/Euskadi"
"Almería";"Vícar";25149;-2.64;36.83;"País Vasco/Euskadi"
"Almería";"Zurgena";2877;-2.03;37.34;"País Vasco/Euskadi"
"Almería";"Las Tres Villas";598;-2.71;37.13;"País Vasco/Euskadi"
"Almería";"El Ejido";88096;-2.81;36.77;"País Vasco/Euskadi"
"Almería";"La Mojonera";8717;-2.68;36.75;"País Vasco/Euskadi"
"Almería";"Balanegra";2939;-2.9;36.74;"País Vasco/Euskadi"
"Ávila";"Adanero";211;-4.6;40.94;"País Vasco/Euskadi"
"Ávila";"La Adrada";2583;-4.63;40.3;"País Vasco/Euskadi"
"Ávila";"Albornos";199;-4.88;40.83;"País Vasco/Euskadi"
"Ávila";"Aldeanueva de Santa Cruz";120;-5.41;40.38;"País Vasco/Euskadi"
"Ávila";"Aldeaseca";255;-4.81;41.04;"País Vasco/Euskadi"
"Ávila";"La Aldehuela";172;-5.4;40.4;"País Vasco/Euskadi"
"Ávila";"Amavida";139;-5.06;40.57;"País Vasco/Euskadi"
"Ávila";"El Arenal";996;-5.08;40.26;"País Vasco/Euskadi"
"Ávila";"Arenas de San Pedro";6556;-5.09;40.2;"País Vasco/Euskadi"
"Ávila";"Arevalillo";78;-5.37;40.58;"País Vasco/Euskadi"
"Ávila";"Arévalo";8087;-4.71;41.06;"País Vasco/Euskadi"
"Ávila";"Aveinte";83;-4.83;40.78;"País Vasco/Euskadi"
"Ávila";"Avellaneda";29;-5.38;40.38;"País Vasco/Euskadi"
"Ávila";"Ávila";58149;-4.69;40.65;"País Vasco/Euskadi"
"Ávila";"El Barco de Ávila";2436;-5.52;40.35;"País Vasco/Euskadi"
"Ávila";"El Barraco";1886;-4.64;40.47;"País Vasco/Euskadi"
"Ávila";"Barromán";183;-4.93;41.06;"País Vasco/Euskadi"
"Ávila";"Becedas";219;-5.63;40.4;"País Vasco/Euskadi"
"Ávila";"Becedillas";95;-5.33;40.53;"País Vasco/Euskadi"
"Ávila";"Bercial de Zapardiel";206;-4.97;41.04;"País Vasco/Euskadi"
"Ávila";"Las Berlanas";324;-4.76;40.8;"País Vasco/Euskadi"
"Ávila";"Bernuy-Zapardiel";121;-4.94;40.97;"País Vasco/Euskadi"
"Ávila";"Berrocalejo de Aragona";39;-4.59;40.69;"País Vasco/Euskadi"
"Ávila";"Blascomillán";199;-5.08;40.8;"País Vasco/Euskadi"
"Ávila";"Blasconuño de Matacabras";14;-4.98;41.12;"País Vasco/Euskadi"
"Ávila";"Blascosancho";106;-4.63;40.87;"País Vasco/Euskadi"
"Ávila";"El Bohodón";126;-4.72;40.91;"País Vasco/Euskadi"
"Ávila";"Bohoyo";261;-5.44;40.31;"País Vasco/Euskadi"
"Ávila";"Bonilla de la Sierra";124;-5.26;40.53;"País Vasco/Euskadi"
"Ávila";"Brabos";47;-4.93;40.78;"País Vasco/Euskadi"
"Ávila";"Bularros";68;-4.86;40.72;"País Vasco/Euskadi"
"Ávila";"Burgohondo";1225;-4.78;40.41;"País Vasco/Euskadi"
"Ávila";"Cabezas de Alambre";158;-4.84;40.94;"País Vasco/Euskadi"
"Ávila";"Cabezas del Pozo";83;-4.95;41;"País Vasco/Euskadi"
"Ávila";"Cabezas del Villar";296;-5.21;40.71;"País Vasco/Euskadi"
"Ávila";"Cabizuela";94;-4.8;40.9;"País Vasco/Euskadi"
"Ávila";"Canales";49;-4.9;41;"País Vasco/Euskadi"
"Ávila";"Candeleda";5002;-5.23;40.15;"País Vasco/Euskadi"
"Ávila";"Cantiveros";115;-4.95;40.95;"País Vasco/Euskadi"
"Ávila";"Cardeñosa";440;-4.74;40.74;"País Vasco/Euskadi"
"Ávila";"La Carrera";184;-5.55;40.34;"País Vasco/Euskadi"
"Ávila";"Casas del Puerto";99;-5.19;40.52;"País Vasco/Euskadi"
"Ávila";"Casasola";84;-4.82;40.66;"País Vasco/Euskadi"
"Ávila";"Casavieja";1468;-4.76;40.27;"País Vasco/Euskadi"
"Ávila";"Casillas";650;-4.57;40.32;"País Vasco/Euskadi"
"Ávila";"Castellanos de Zapardiel";95;-4.9;41.08;"País Vasco/Euskadi"
"Ávila";"Cebreros";3100;-4.46;40.45;"País Vasco/Euskadi"
"Ávila";"Cepeda la Mora";80;-5.04;40.45;"País Vasco/Euskadi"
"Ávila";"Cillán";108;-4.97;40.7;"País Vasco/Euskadi"
"Ávila";"Cisla";110;-5.01;40.96;"País Vasco/Euskadi"
"Ávila";"La Colilla";328;-4.76;40.64;"País Vasco/Euskadi"
"Ávila";"Collado de Contreras";181;-4.93;40.88;"País Vasco/Euskadi"
"Ávila";"Collado del Mirón";35;-5.35;40.55;"País Vasco/Euskadi"
"Ávila";"Constanzana";109;-4.87;40.93;"País Vasco/Euskadi"
"Ávila";"Crespos";516;-4.96;40.87;"País Vasco/Euskadi"
"Ávila";"Cuevas del Valle";492;-5;40.29;"País Vasco/Euskadi"
"Ávila";"Chamartín";82;-4.95;40.7;"País Vasco/Euskadi"
"Ávila";"Donjimeno";79;-4.84;40.96;"País Vasco/Euskadi"
"Ávila";"Donvidas";36;-4.8;41.08;"País Vasco/Euskadi"
"Ávila";"Espinosa de los Caballeros";96;-4.65;41;"País Vasco/Euskadi"
"Ávila";"Flores de Ávila";321;-5.07;40.93;"País Vasco/Euskadi"
"Ávila";"Fontiveros";754;-4.96;40.93;"País Vasco/Euskadi"
"Ávila";"Fresnedilla";127;-4.62;40.23;"País Vasco/Euskadi"
"Ávila";"El Fresno";597;-4.75;40.61;"País Vasco/Euskadi"
"Ávila";"Fuente el Saúz";170;-4.9;40.97;"País Vasco/Euskadi"
"Ávila";"Fuentes de Año";108;-4.89;41.01;"País Vasco/Euskadi"
"Ávila";"Gallegos de Altamiros";65;-4.9;40.7;"País Vasco/Euskadi"
"Ávila";"Gallegos de Sobrinos";48;-5.1;40.71;"País Vasco/Euskadi"
"Ávila";"Garganta del Villar";41;-5.1;40.44;"País Vasco/Euskadi"
"Ávila";"Gavilanes";598;-4.85;40.27;"País Vasco/Euskadi"
"Ávila";"Gemuño";161;-4.78;40.59;"País Vasco/Euskadi"
"Ávila";"Gilbuena";70;-5.6;40.41;"País Vasco/Euskadi"
"Ávila";"Gil García";39;-5.59;40.29;"País Vasco/Euskadi"
"Ávila";"Gimialcón";78;-5.12;40.87;"País Vasco/Euskadi"
"Ávila";"Gotarrendura";161;-4.73;40.82;"País Vasco/Euskadi"
"Ávila";"Grandes y San Martín";31;-4.95;40.75;"País Vasco/Euskadi"
"Ávila";"Guisando";521;-5.14;40.22;"País Vasco/Euskadi"
"Ávila";"Gutierre-Muñoz";77;-4.63;40.98;"País Vasco/Euskadi"
"Ávila";"Hernansancho";170;-4.73;40.85;"País Vasco/Euskadi"
"Ávila";"Herradón de Pinares";480;-4.56;40.56;"País Vasco/Euskadi"
"Ávila";"Herreros de Suso";134;-5.03;40.8;"País Vasco/Euskadi"
"Ávila";"Higuera de las Dueñas";281;-4.6;40.23;"País Vasco/Euskadi"
"Ávila";"La Hija de Dios";81;-4.97;40.53;"País Vasco/Euskadi"
"Ávila";"La Horcajada";500;-5.46;40.43;"País Vasco/Euskadi"
"Ávila";"Horcajo de las Torres";531;-5.09;41.06;"País Vasco/Euskadi"
"Ávila";"El Hornillo";289;-5.1;40.24;"País Vasco/Euskadi"
"Ávila";"Hoyocasero";303;-4.97;40.39;"País Vasco/Euskadi"
"Ávila";"El Hoyo de Pinares";2216;-4.42;40.5;"País Vasco/Euskadi"
"Ávila";"Hoyorredondo";71;-5.4;40.46;"País Vasco/Euskadi"
"Ávila";"Hoyos del Collado";36;-5.19;40.35;"País Vasco/Euskadi"
"Ávila";"Hoyos del Espino";380;-5.17;40.36;"País Vasco/Euskadi"
"Ávila";"Hoyos de Miguel Muñoz";31;-5.06;40.39;"País Vasco/Euskadi"
"Ávila";"Hurtumpascual";57;-5.11;40.69;"País Vasco/Euskadi"
"Ávila";"Junciana";42;-5.55;40.41;"País Vasco/Euskadi"
"Ávila";"Langa";495;-4.85;41;"País Vasco/Euskadi"
"Ávila";"Lanzahíta";860;-4.93;40.2;"País Vasco/Euskadi"
"Ávila";"El Losar del Barco";108;-5.53;40.39;"País Vasco/Euskadi"
"Ávila";"Los Llanos de Tormes";70;-5.49;40.32;"País Vasco/Euskadi"
"Ávila";"Madrigal de las Altas Torres";1464;-4.99;41.08;"País Vasco/Euskadi"
"Ávila";"Maello";600;-4.5;40.81;"País Vasco/Euskadi"
"Ávila";"Malpartida de Corneja";107;-5.35;40.52;"País Vasco/Euskadi"
"Ávila";"Mamblas";210;-5;41.01;"País Vasco/Euskadi"
"Ávila";"Mancera de Arriba";78;-5.14;40.79;"País Vasco/Euskadi"
"Ávila";"Manjabálago y Ortigosa de Rioalmar";28;-5.07;40.66;"País Vasco/Euskadi"
"Ávila";"Marlín";33;-4.82;40.71;"País Vasco/Euskadi"
"Ávila";"Martiherrero";307;-4.78;40.67;"País Vasco/Euskadi"
"Ávila";"Martínez";129;-5.34;40.63;"País Vasco/Euskadi"
"Ávila";"Mediana de Voltoya";103;-4.56;40.7;"País Vasco/Euskadi"
"Ávila";"Medinilla";102;-5.61;40.43;"País Vasco/Euskadi"
"Ávila";"Mengamuñoz";63;-4.99;40.5;"País Vasco/Euskadi"
"Ávila";"Mesegar de Corneja";64;-5.3;40.5;"País Vasco/Euskadi"
"Ávila";"Mijares";736;-4.83;40.29;"País Vasco/Euskadi"
"Ávila";"Mingorría";394;-4.66;40.75;"País Vasco/Euskadi"
"Ávila";"El Mirón";127;-5.4;40.53;"País Vasco/Euskadi"
"Ávila";"Mironcillo";93;-4.82;40.55;"País Vasco/Euskadi"
"Ávila";"Mirueña de los Infanzones";98;-5.09;40.73;"País Vasco/Euskadi"
"Ávila";"Mombeltrán";1070;-5.01;40.26;"País Vasco/Euskadi"
"Ávila";"Monsalupe";71;-4.78;40.76;"País Vasco/Euskadi"
"Ávila";"Moraleja de Matacabras";51;-4.95;41.1;"País Vasco/Euskadi"
"Ávila";"Muñana";408;-5.01;40.59;"País Vasco/Euskadi"
"Ávila";"Muñico";107;-5.02;40.7;"País Vasco/Euskadi"
"Ávila";"Muñogalindo";343;-4.9;40.6;"País Vasco/Euskadi"
"Ávila";"Muñogrande";62;-4.92;40.82;"País Vasco/Euskadi"
"Ávila";"Muñomer del Peco";129;-4.88;40.85;"País Vasco/Euskadi"
"Ávila";"Muñopepe";106;-4.82;40.63;"País Vasco/Euskadi"
"Ávila";"Muñosancho";102;-5.03;40.92;"País Vasco/Euskadi"
"Ávila";"Muñotello";63;-5.04;40.54;"País Vasco/Euskadi"
"Ávila";"Narrillos del Álamo";78;-5.46;40.56;"País Vasco/Euskadi"
"Ávila";"Narrillos del Rebollar";53;-4.96;40.66;"País Vasco/Euskadi"
"Ávila";"Narros del Castillo";166;-5.05;40.85;"País Vasco/Euskadi"
"Ávila";"Narros del Puerto";23;-4.98;40.54;"País Vasco/Euskadi"
"Ávila";"Narros de Saldueña";107;-4.86;40.87;"País Vasco/Euskadi"
"Ávila";"Navacepedilla de Corneja";98;-5.18;40.48;"País Vasco/Euskadi"
"Ávila";"Nava de Arévalo";761;-4.77;40.97;"País Vasco/Euskadi"
"Ávila";"Nava del Barco";97;-5.54;40.29;"País Vasco/Euskadi"
"Ávila";"Navadijos";38;-5.08;40.42;"País Vasco/Euskadi"
"Ávila";"Navaescurial";55;-5.27;40.47;"País Vasco/Euskadi"
"Ávila";"Navahondilla";320;-4.49;40.32;"País Vasco/Euskadi"
"Ávila";"Navalacruz";243;-4.93;40.43;"País Vasco/Euskadi"
"Ávila";"Navalmoral";340;-4.76;40.45;"País Vasco/Euskadi"
"Ávila";"Navalonguilla";253;-5.49;40.27;"País Vasco/Euskadi"
"Ávila";"Navalosa";326;-4.93;40.4;"País Vasco/Euskadi"
"Ávila";"Navalperal de Pinares";815;-4.4;40.59;"País Vasco/Euskadi"
"Ávila";"Navalperal de Tormes";90;-5.3;40.35;"País Vasco/Euskadi"
"Ávila";"Navaluenga";1902;-4.7;40.41;"País Vasco/Euskadi"
"Ávila";"Navaquesera";21;-4.9;40.42;"País Vasco/Euskadi"
"Ávila";"Navarredonda de Gredos";455;-5.13;40.36;"País Vasco/Euskadi"
"Ávila";"Navarredondilla";184;-4.82;40.45;"País Vasco/Euskadi"
"Ávila";"Navarrevisca";285;-4.89;40.36;"País Vasco/Euskadi"
"Ávila";"Las Navas del Marqués";5187;-4.32;40.6;"País Vasco/Euskadi"
"Ávila";"Navatalgordo";233;-4.86;40.41;"País Vasco/Euskadi"
"Ávila";"Navatejares";54;-5.53;40.33;"País Vasco/Euskadi"
"Ávila";"Neila de San Miguel";71;-5.65;40.42;"País Vasco/Euskadi"
"Ávila";"Niharra";188;-4.83;40.58;"País Vasco/Euskadi"
"Ávila";"Ojos-Albos";60;-4.51;40.7;"País Vasco/Euskadi"
"Ávila";"Orbita";76;-4.64;40.99;"País Vasco/Euskadi"
"Ávila";"El Oso";174;-4.77;40.84;"País Vasco/Euskadi"
"Ávila";"Padiernos";269;-4.84;40.62;"País Vasco/Euskadi"
"Ávila";"Pajares de Adaja";170;-4.64;40.92;"País Vasco/Euskadi"
"Ávila";"Palacios de Goda";416;-4.78;41.11;"País Vasco/Euskadi"
"Ávila";"Papatrigo";236;-4.83;40.87;"País Vasco/Euskadi"
"Ávila";"El Parral";75;-4.99;40.79;"País Vasco/Euskadi"
"Ávila";"Pascualcobo";43;-5.27;40.65;"País Vasco/Euskadi"
"Ávila";"Pedro Bernardo";876;-4.91;40.24;"País Vasco/Euskadi"
"Ávila";"Pedro-Rodríguez";148;-4.78;40.93;"País Vasco/Euskadi"
"Ávila";"Peguerinos";280;-4.23;40.62;"País Vasco/Euskadi"
"Ávila";"Peñalba de Ávila";109;-4.74;40.77;"País Vasco/Euskadi"
"Ávila";"Piedrahíta";1823;-5.32;40.46;"País Vasco/Euskadi"
"Ávila";"Piedralaves";2105;-4.69;40.31;"País Vasco/Euskadi"
"Ávila";"Poveda";47;-5.07;40.56;"País Vasco/Euskadi"
"Ávila";"Poyales del Hoyo";521;-5.16;40.17;"País Vasco/Euskadi"
"Ávila";"Pozanco";50;-4.66;40.8;"País Vasco/Euskadi"
"Ávila";"Pradosegar";132;-5.07;40.54;"País Vasco/Euskadi"
"Ávila";"Puerto Castilla";114;-5.62;40.28;"País Vasco/Euskadi"
"Ávila";"Rasueros";194;-5.07;41.02;"País Vasco/Euskadi"
"Ávila";"Riocabado";151;-4.8;40.83;"País Vasco/Euskadi"
"Ávila";"Riofrío";223;-4.77;40.54;"País Vasco/Euskadi"
"Ávila";"Rivilla de Barajas";59;-4.98;40.9;"País Vasco/Euskadi"
"Ávila";"Salobral";102;-4.81;40.61;"País Vasco/Euskadi"
"Ávila";"Salvadiós";75;-5.09;40.87;"País Vasco/Euskadi"
"Ávila";"San Bartolomé de Béjar";41;-5.66;40.4;"País Vasco/Euskadi"
"Ávila";"San Bartolomé de Corneja";48;-5.38;40.49;"País Vasco/Euskadi"
"Ávila";"San Bartolomé de Pinares";563;-4.54;40.54;"País Vasco/Euskadi"
"Ávila";"Sanchidrián";738;-4.58;40.89;"País Vasco/Euskadi"
"Ávila";"Sanchorreja";81;-4.91;40.66;"País Vasco/Euskadi"
"Ávila";"San Esteban de los Patos";33;-4.62;40.74;"País Vasco/Euskadi"
"Ávila";"San Esteban del Valle";770;-4.97;40.27;"País Vasco/Euskadi"
"Ávila";"San Esteban de Zapardiel";38;-4.9;41.09;"País Vasco/Euskadi"
"Ávila";"San García de Ingelmos";82;-5.11;40.76;"País Vasco/Euskadi"
"Ávila";"San Juan de la Encinilla";86;-4.83;40.82;"País Vasco/Euskadi"
"Ávila";"San Juan de la Nava";500;-4.68;40.47;"País Vasco/Euskadi"
"Ávila";"San Juan del Molinillo";205;-4.81;40.45;"País Vasco/Euskadi"
"Ávila";"San Juan del Olmo";104;-5.05;40.65;"País Vasco/Euskadi"
"Ávila";"San Lorenzo de Tormes";36;-5.48;40.37;"País Vasco/Euskadi"
"Ávila";"San Martín de la Vega del Alberche";177;-5.15;40.42;"País Vasco/Euskadi"
"Ávila";"San Martín del Pimpollar";183;-5.05;40.36;"País Vasco/Euskadi"
"Ávila";"San Miguel de Corneja";59;-5.28;40.48;"País Vasco/Euskadi"
"Ávila";"San Miguel de Serrezuela";123;-5.28;40.67;"País Vasco/Euskadi"
"Ávila";"San Pascual";42;-4.75;40.88;"País Vasco/Euskadi"
"Ávila";"San Pedro del Arroyo";427;-4.86;40.8;"País Vasco/Euskadi"
"Ávila";"Santa Cruz del Valle";370;-5;40.25;"País Vasco/Euskadi"
"Ávila";"Santa Cruz de Pinares";146;-4.57;40.54;"País Vasco/Euskadi"
"Ávila";"Santa María del Arroyo";112;-4.92;40.6;"País Vasco/Euskadi"
"Ávila";"Santa María del Berrocal";416;-5.4;40.5;"País Vasco/Euskadi"
"Ávila";"Santa María de los Caballeros";74;-5.45;40.38;"País Vasco/Euskadi"
"Ávila";"Santa María del Tiétar";460;-4.55;40.3;"País Vasco/Euskadi"
"Ávila";"Santiago del Collado";178;-5.35;40.43;"País Vasco/Euskadi"
"Ávila";"Santo Domingo de las Posadas";79;-4.63;40.81;"País Vasco/Euskadi"
"Ávila";"Santo Tomé de Zabarcos";67;-4.91;40.78;"País Vasco/Euskadi"
"Ávila";"San Vicente de Arévalo";179;-4.8;40.96;"País Vasco/Euskadi"
"Ávila";"La Serrada";117;-4.79;40.63;"País Vasco/Euskadi"
"Ávila";"Serranillos";247;-4.91;40.33;"País Vasco/Euskadi"
"Ávila";"Sigeres";43;-4.93;40.79;"País Vasco/Euskadi"
"Ávila";"Sinlabajos";130;-4.83;41.07;"País Vasco/Euskadi"
"Ávila";"Solana de Ávila";117;-5.61;40.31;"País Vasco/Euskadi"
"Ávila";"Solana de Rioalmar";173;-5.01;40.73;"País Vasco/Euskadi"
"Ávila";"Solosancho";859;-4.9;40.55;"País Vasco/Euskadi"
"Ávila";"Sotalbo";237;-4.85;40.54;"País Vasco/Euskadi"
"Ávila";"Sotillo de la Adrada";4535;-4.58;40.29;"País Vasco/Euskadi"
"Ávila";"El Tiemblo";4143;-4.5;40.41;"País Vasco/Euskadi"
"Ávila";"Tiñosillos";802;-4.72;40.93;"País Vasco/Euskadi"
"Ávila";"Tolbaños";95;-4.58;40.75;"País Vasco/Euskadi"
"Ávila";"Tormellas";46;-5.5;40.3;"País Vasco/Euskadi"
"Ávila";"Tornadizos de Ávila";432;-4.61;40.62;"País Vasco/Euskadi"
"Ávila";"Tórtoles";62;-5.25;40.56;"País Vasco/Euskadi"
"Ávila";"La Torre";246;-4.96;40.58;"País Vasco/Euskadi"
"Ávila";"Umbrías";105;-5.58;40.31;"País Vasco/Euskadi"
"Ávila";"Vadillo de la Sierra";57;-5.12;40.6;"País Vasco/Euskadi"
"Ávila";"Valdecasa";70;-5.01;40.65;"País Vasco/Euskadi"
"Ávila";"Vega de Santa María";87;-4.63;40.83;"País Vasco/Euskadi"
"Ávila";"Velayos";220;-4.62;40.84;"País Vasco/Euskadi"
"Ávila";"Villaflor";120;-4.87;40.75;"País Vasco/Euskadi"
"Ávila";"Villafranca de la Sierra";128;-5.22;40.49;"País Vasco/Euskadi"
"Ávila";"Villanueva de Gómez";138;-4.71;40.88;"País Vasco/Euskadi"
"Ávila";"Villanueva del Aceral";131;-4.85;41.04;"País Vasco/Euskadi"
"Ávila";"Villanueva del Campillo";99;-5.17;40.57;"País Vasco/Euskadi"
"Ávila";"Villar de Corneja";37;-5.43;40.47;"País Vasco/Euskadi"
"Ávila";"Villarejo del Valle";381;-4.99;40.28;"País Vasco/Euskadi"
"Ávila";"Villatoro";178;-5.11;40.55;"País Vasco/Euskadi"
"Ávila";"Viñegra de Moraña";48;-4.92;40.85;"País Vasco/Euskadi"
"Ávila";"Vita";87;-5;40.81;"País Vasco/Euskadi"
"Ávila";"Zapardiel de la Cañada";98;-5.33;40.6;"País Vasco/Euskadi"
"Ávila";"Zapardiel de la Ribera";113;-5.32;40.35;"País Vasco/Euskadi"
"Ávila";"San Juan de Gredos";265;-5.25;40.36;"País Vasco/Euskadi"
"Ávila";"Santa María del Cubillo";309;-4.47;40.74;"País Vasco/Euskadi"
"Ávila";"Diego del Carpio";148;-5.32;40.66;"País Vasco/Euskadi"
"Ávila";"Santiago del Tormes";130;-5.39;40.33;"País Vasco/Euskadi"
"Ávila";"Villanueva de Ávila";224;-4.82;40.37;"País Vasco/Euskadi"
"Badajoz";"Acedera";818;-5.57;39.07;"País Vasco/Euskadi"
"Badajoz";"Aceuchal";5436;-6.48;38.64;"País Vasco/Euskadi"
"Badajoz";"Ahillones";914;-5.86;38.26;"País Vasco/Euskadi"
"Badajoz";"Alange";1891;-6.24;38.78;"País Vasco/Euskadi"
"Badajoz";"La Albuera";2024;-6.82;38.71;"País Vasco/Euskadi"
"Badajoz";"Alburquerque";5371;-7;39.21;"País Vasco/Euskadi"
"Badajoz";"Alconchel";1717;-7.07;38.51;"País Vasco/Euskadi"
"Badajoz";"Alconera";738;-6.47;38.39;"País Vasco/Euskadi"
"Badajoz";"Aljucén";242;-6.33;39.04;"País Vasco/Euskadi"
"Badajoz";"Almendral";1262;-6.82;38.61;"País Vasco/Euskadi"
"Badajoz";"Almendralejo";33540;-6.4;38.68;"País Vasco/Euskadi"
"Badajoz";"Arroyo de San Serván";4167;-6.45;38.85;"País Vasco/Euskadi"
"Badajoz";"Atalaya";294;-6.47;38.33;"País Vasco/Euskadi"
"Badajoz";"Azuaga";7984;-5.67;38.25;"País Vasco/Euskadi"
"Badajoz";"Badajoz";150543;-6.97;38.87;"País Vasco/Euskadi"
"Badajoz";"Barcarrota";3608;-6.84;38.51;"País Vasco/Euskadi"
"Badajoz";"Baterno";305;-4.91;38.95;"País Vasco/Euskadi"
"Badajoz";"Benquerencia de la Serena";849;-5.49;38.7;"País Vasco/Euskadi"
"Badajoz";"Berlanga";2386;-5.82;38.28;"País Vasco/Euskadi"
"Badajoz";"Bienvenida";2149;-6.21;38.29;"País Vasco/Euskadi"
"Badajoz";"Bodonal de la Sierra";1060;-6.55;38.14;"País Vasco/Euskadi"
"Badajoz";"Burguillos del Cerro";3090;-6.59;38.38;"País Vasco/Euskadi"
"Badajoz";"Cabeza del Buey";5015;-5.21;38.72;"País Vasco/Euskadi"
"Badajoz";"Cabeza la Vaca";1345;-6.42;38.08;"País Vasco/Euskadi"
"Badajoz";"Calamonte";6260;-6.38;38.88;"País Vasco/Euskadi"
"Badajoz";"Calera de León";999;-6.33;38.1;"País Vasco/Euskadi"
"Badajoz";"Calzadilla de los Barros";789;-6.31;38.3;"País Vasco/Euskadi"
"Badajoz";"Campanario";5025;-5.61;38.86;"País Vasco/Euskadi"
"Badajoz";"Campillo de Llerena";1390;-5.83;38.5;"País Vasco/Euskadi"
"Badajoz";"Capilla";187;-5.08;38.81;"País Vasco/Euskadi"
"Badajoz";"Carmonita";562;-6.33;39.15;"País Vasco/Euskadi"
"Badajoz";"El Carrascalejo";70;-6.33;39.02;"País Vasco/Euskadi"
"Badajoz";"Casas de Don Pedro";1527;-5.33;39.1;"País Vasco/Euskadi"
"Badajoz";"Casas de Reina";197;-5.97;38.2;"País Vasco/Euskadi"
"Badajoz";"Castilblanco";1005;-5.08;39.28;"País Vasco/Euskadi"
"Badajoz";"Castuera";6027;-5.54;38.72;"País Vasco/Euskadi"
"Badajoz";"La Codosera";2131;-7.17;39.2;"País Vasco/Euskadi"
"Badajoz";"Cordobilla de Lácara";937;-6.43;39.14;"País Vasco/Euskadi"
"Badajoz";"La Coronada";2193;-5.67;38.92;"País Vasco/Euskadi"
"Badajoz";"Corte de Peleas";1267;-6.67;38.72;"País Vasco/Euskadi"
"Badajoz";"Cristina";567;-6.09;38.83;"País Vasco/Euskadi"
